"GenBank","Seq.Names","Clade.Label","MajorGroup","Group","ThermoMode","Class","Order","Family","Species","dN","dS","Clade","Clade.Age","Tip.Age","Lat","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","Div.Rate","BAMM.Lambda","ClaDS.Rate","Div.Rate.DNA","BAMM.Lambda.DNA","ClaDS.Rate.DNA","NTR","NTR.DNA","Habitat","Length","BodyMass","Longevity","MaturityAge","Fecundity","Migration","Ref.BodyMass","Ref.Fecundity","Ref.MaturityAge","Ref.Longevity"
"NC_022499.1","Tetragonurus_cuvieri_NC_022499.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Tetragonuridae","Tetragonurus_cuvieri",1.47346500229705e-10,1.48554286081617e-08,"Fishes4481",50.18726193,7.95759293,36.5760700820581,7.11397838592529,0.470308601856232,2.30190563201904,2.01033020019531,0.0430164884027283,0.146271545,0.08442102,0.0245238799891661,0.054997169,0.021734031,31,30,"Marine",700,1653.3,8.721257975,1.739947875,206445.9519,NA,"FishBase","","",""
"NC_022500.1","Tetragonurus_atlanticus_NC_022500.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Tetragonuridae","Tetragonurus_atlanticus",1.91752872508434e-10,1.47410600596147e-08,"Fishes4481",50.18726193,7.95759293,24.9180203045685,8.88321542739868,0.41910794377327,2.72492980957031,2.45071053504944,0.0245238800261676,0.146271545,0.091277722,0.0245238799891661,0.054997169,0.024104794,30,30,"Marine",500,777.6,7.252123592,1.535713354,135028.8026,NA,"FishBase","","",""
"NC_022502.1","Peprilus_triacanthus_NC_022502.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Stromateidae","Peprilus_triacanthus",6.50712015530912e-11,3.38394867998698e-09,"Fishes4481",50.18726193,44.48505906,39.01875,12.0351066827774,9.2415885925293,14.7437906265259,8.02400588989258,0.0356841745471722,0.146271545,0.090055742,NA,NA,NA,33,NA,"Marine",300,743.4,5.480721983,0.9,70876.83969,NA,"FishBase","","FishBase",""
"KF373560.1","Pampus_echinogaster_KF373560.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Stromateidae","Pampus_echinogaster",5.51932976375002e-10,5.32801321011054e-09,"Fishes4481",50.18726193,27.23243629,12.5868263473054,27.3337249755859,6.17844820022583,29.6131381988525,24.7085113525391,0.0588521338503992,0.146302295,0.065902901,0.0588521338495668,0.054997169,0.020367564,38,38,"Marine",600,4309.2,8.014490225,1.643210561,103610,NA,"FishBase","Pampus_echinogaster","",""
"MH037007.1","Pampus_minor_MH037007.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Stromateidae","Pampus_minor",6.46197637404651e-10,6.90893585226802e-09,"Fishes4481",50.18726193,27.23243629,22.3518518518519,24.3017692565918,13.0009708404541,29.1190452575684,17.8178291320801,0.0474971728808399,0.146271545,0.067958686,0.0474971728797556,0.054997169,0.024903418,37,37,"Marine",134,41.1,3.523246822,0.942104229,25636.81798,NA,"FishBase","","",""
"KJ754096.1","Pampus_argenteus_KJ754096.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Stromateidae","Pampus_argenteus",1.62982996090904e-10,4.20285014262737e-09,"Fishes4481",50.18726193,15.79469768,12.5868263473054,27.3337249755859,6.17844820022583,29.6131381988525,24.7085113525391,0.0474971728808399,0.146271545,0.065981923,0.0474971728797556,0.054997169,0.022041286,37,37,"Marine",600,4681.7,7,1.643210561,90640,NA,"FishBase","Lizardfishes, pomfrets and bullseye","","FishBase"
"KJ569772.1","Pampus_chinensis_KJ569772.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Stromateidae","Pampus_chinensis",2.31820715914996e-10,1.18245100117783e-08,"Fishes4481",50.18726193,4.00935763,10.4668304668305,28.2579174041748,4.92353820800781,29.8925609588623,26.1784381866455,0.0394769374161186,0.146271545,0.064619584,0.0394769374153695,0.054997169,0.02484833,37,37,"Marine",400,1875.4,6.41704058,1.413670533,101893.9223,NA,"FishBase","","",""
"KJ162570.1","Pampus_punctatissimus_KJ162570.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Stromateidae","Pampus_punctatissimus",2.55796467560984e-10,7.74772280689801e-09,"Fishes4481",50.18726193,4.00935763,29.7139534883721,20.207706451416,16.111120223999,27.3702564239502,13.3050832748413,0.0588521338503992,0.146271545,0.065381517,0.0588521338495668,0.054997169,0.020635562,38,38,"Marine",258,288.9,5.045763475,1.201374667,58594.44741,NA,"FishBase","","",""
"NC_022498.1","Ariomma_indica_NC_022498.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Ariommatidae","Ariomma_indicum",1.95195287431121e-10,1.34578659928191e-08,"Fishes4481",50.18726193,8.95062287,16.3513853904282,24.334272146225,4.92585515975952,23.4886436462402,20.0758495330811,0.0433405876080824,0.146234233,0.087514121,0.023109075373796,0.054997169,0.020622717,33,32,"Marine",250,310.5,4.959376339,1.18741389,56311.3362,NA,"FishBase","","",""
"NC_022497.1","Ariomma_lurida_NC_022497.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Ariommatidae","Ariomma_luridum",2.29158309701643e-10,1.46288166999073e-08,"Fishes4481",50.18726193,8.95062287,22.6401617250674,10.523106098175,1.20022487640381,6.65798616409302,5.8869366645813,0.164268671506088,0.146271545,0.080522529,NA,NA,NA,37,NA,"Marine",350,507.2,5.964046242,1.345328065,86094.57526,NA,"FishBase","","",""
"KT361215.1","Cubiceps_squamiceps_KT361215.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Nomeidae","Cubiceps_whiteleggii",1.41061318414612e-10,1.23202967785544e-08,"Fishes4481",50.18726193,16.30333438,14.1093133385951,16.9423816204071,2.16056776046753,11.7852239608765,10.4804964065552,0.110887971392757,0.146271545,0.074469477,0.0639971600707313,0.054933369,0.026586649,38,36,"Marine",210,0.3,4.507270034,1.113020654,45191.1836,NA,"FishBase","","",""
"AP006038.1","Cubiceps_pauciradiatus_AP006038.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Nomeidae","Cubiceps_pauciradiatus",1.56015377542756e-10,1.16247934297993e-08,"Fishes4481",50.18726193,9.49273305,15.9587598995557,4,0.294453144073486,2.42008900642395,2.250319480896,0.0777362088365504,0.146271545,0.081601385,0.0203277777047614,0.054997169,0.029457505,35,32,"Marine",200,83.8,4,1.093050355,42493.02967,NA,"FishBase","","","FishBase"
"AP011067.1","Psenes_cyanophrys_AP011067.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Nomeidae","Psenes_cyanophrys",1.62083007396367e-10,1.43357325404459e-08,"Fishes4481",50.18726193,6.34386572,17.9580281690141,15.8943717479706,0.35902613401413,2.68242716789246,2.46586179733276,0.046372451380696,0.146271545,0.077143007,0.046372450437827,0.054933369,0.034815489,36,36,"Marine",230,250.5,4.737769526,1.151235816,50687.91225,NA,"FishBase","","",""
"KC878729.1","Psenes_pellucidus_KC878729.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Nomeidae","Psenes_pellucidus",3.04890427069316e-10,1.24668408838727e-08,"Fishes4481",50.18726193,6.34386572,34.6820580474934,4,0.50999391078949,2.84014773368835,2.52042531967163,0.0561230556270805,0.146271545,0.073038072,0.0561230549365484,0.054933369,0.030348707,37,37,"Marine",800,10672,9.383674114,1.828336971,244331.164,NA,"FishBase","","",""
"MT680627.1","Grammatorcynus_bilineatus_MT680627.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Grammatorcynus_bilineatus",2.59366880447035e-10,8.51411307494227e-09,"Fishes4501",38.49706336,32.84780395,10.9120335110434,28.2182445526123,4.72235822677612,29.8507080078125,26.2539768218994,0.0335837581876828,0.146271545,0.091741703,0.0335837581833459,0.054997169,0.025153427,34,34,"Marine",1000,7991.2,10.60482065,1.986178134,323785.2049,NA,"FishBase","","",""
"JX524134.1","Rastrelliger_kanagurta_JX524134.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Rastrelliger_kanagurta",1.8074674221056e-10,1.24109122566816e-08,"Fishes4501",38.49706336,2.48959698,11.3768606224628,28.0294380187988,5.04311323165894,29.7825813293457,25.9070835113525,0.0489193163557797,0.146271545,0.10061159,0.0489193163511788,0.054997169,0.037197734,35,35,"Marine",421,965.6,4,0.7,37690,NA,"FishBase","FishBase","FishBase","FishBase"
"EU555283.1","Rastrelliger_brachysoma_EU555283.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Rastrelliger_brachysoma",2.34260883408853e-10,1.00210690020456e-08,"Fishes4501",38.49706336,2.48959698,7.44831223628692,28.7230186462402,4.05307483673096,29.9960803985596,27.07568359375,0.0836618704563485,0.146271545,0.096254119,0.08366187044962,0.054997169,0.034448125,36,36,"Marine",345,735.5,4,1.338163883,37000,NA,"FishBase","Reproductive biology of short mackerel, Rastrelliger brachysoma, off Pattani Bay, Lower Gulf of Thailand.","","AnAge"
"NC_006398.1","Scomber_scombrus_NC_006398.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Scomber_scombrus",3.22888398554933e-10,1.31845244577656e-08,"Fishes4501",38.49706336,6.5262522,54.7322946175637,4,4.9527440071106,8.74259185791016,5.37569904327393,0.035019825842446,0.146271545,0.09460033,0.0350198258400881,0.054997169,0.036563794,35,35,"Marine",600,2142.7,17,2.2,192436,NA,"FishBase","FishBase","AnAge","AnAge"
"AB488406.1","Scomber_colias_AB488406.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Scomber_colias",1.33004836822232e-10,9.46402063690967e-09,"Fishes4501",38.49706336,1.18567951,26.020697167756,20.6007771492004,4.71359443664551,17.4286117553711,14.137059211731,0.0627184063197209,0.146271545,0.096325713,0.0627184063159395,0.054997169,0.041249244,36,36,"Marine",550,1415.9,7.641146414,1,131642,NA,"FishBase","Reproductive parameters of Atlantic chub mackerel Scomber colias in M'diq Bay, Morocco","FishBase",""
"AB488407.1","Scomber_australasicus_AB488407.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Scomber_australasicus",3.18186871697242e-10,1.10900072514873e-08,"Fishes4501",38.49706336,1.04298255,21.2834782608696,21.6576271057129,3.90428495407104,15.9682569503784,13.3288764953613,0.117209243095001,0.146271545,0.093861975,0.117209243088398,0.054997169,0.036820493,37,37,"Marine",440,994.1,6.761267371,1.464564335,69894,NA,"FishBase","Reproductive biology of blue mackerel, Scomber australasicus, off southern and eastern Australia: suitability of the Daily Egg Production Method for stock assessment","",""
"AB488405.1","Scomber_japonicus_AB488405.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Scomber_japonicus",2.05626693764818e-10,1.33864864124326e-08,"Fishes4501",38.49706336,1.04298255,22.0665610142631,20.5969219207764,4.03489685058594,14.9795684814453,12.1482772827148,0.117209243095001,0.146271545,0.096462497,0.117209243088398,0.054997169,0.040239307,37,37,"Marine",640,3285.8,18,2,206418,NA,"FishBase","FishBase","FishBase","FishBase"
"HQ425781.1","Gasterochisma_melampus_HQ425781.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Gasterochisma_melampus",1.38957917661852e-10,8.07205829465112e-09,"Fishes4501",38.49706336,25.31986101,38.470297029703,15.2891426086426,7.05387258529663,18.2452640533447,12.8749485015869,0.0158329447368956,0.146271545,0.093746858,0.0158329447060499,0.054997169,0.03050683,29,29,"Marine",1640,49755.5,13.90882207,2.386402822,604422.3263,NA,"FishBase","","",""
"DQ536428.1","Scomberomorus_cavalla_DQ536428.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Scomberomorus_cavalla",1.1437997566939e-10,9.83240509238449e-09,"Fishes4501",38.49706336,13.20991959,18.966819221968,26.6255760192871,6.93628931045532,29.2764644622803,23.7203407287598,0.0346553647490459,0.146246522,0.104597197,0.0346553647444278,0.054997169,0.045174833,34,34,"Marine",1840,68077.3,14,2,345960,NA,"FishBase","FishBase","FishBase","FishBase"
"JX559739.1","Scomberomorus_munroi_strain_JX559739.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Scomberomorus_munroi",5.2118143685281e-10,1.41176939321972e-08,"Fishes4501",38.49706336,7.30674586,15.1822429906542,27.1057415008545,5.98495483398438,29.2359619140625,24.5563678741455,0.0618151549102525,0.146271545,0.090737481,0.0596939144174596,0.054997169,0.039486455,38,37,"Marine",1040,9527.6,10.83532064,1,340211.6292,NA,"FishBase","","FishBase",""
"KY228987.1","Scomberomorus_niphonius_KY228987.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Scomberomorus_niphonius",1.95061792026753e-10,1.15147912002724e-08,"Fishes4501",38.49706336,7.30674586,31.13671875,20.646017074585,15.2575721740723,27.4388732910156,14.1621742248535,0.103189029413696,0.146271545,0.085575662,0.0596939144174596,0.054997169,0.03961521,39,37,"Marine",1132,10411.4,11.35074459,2.079695992,550000,NA,"FishBase","FishBase","",""
"KY091265.1","Scomberomorus_concolor_KY091265.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Scomberomorus_concolor",3.39484615738484e-10,1.09792245027595e-08,"Fishes4501",38.49706336,2.70527027,29.2857142857143,23.3858547210693,15.5150413513184,30.1921882629395,16.3403072357178,0.114298592070563,0.146271545,0.100219627,0.114298592064284,0.055877554,0.060925459,37,37,"Marine",770,3600,9.189088997,1.802588045,232827.5752,NA,"FishBase","","",""
"KX925517.1","Scomberomorus_sierra_KX925517.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Scomberomorus_sierra",1.03062175458959e-10,9.50520420345632e-09,"Fishes4501",38.49706336,2.70527027,14.7258064516129,26.0092639923096,8.12477970123291,29.0303840637207,22.7448406219482,0.114298592070563,0.146271545,0.100389649,0.114298592064284,0.055877554,0.061153118,37,37,"Marine",990,4904.7,10.5465483,1.9787844,480803,NA,"FishBase","FECUNDIDAD DE SCOMBEROMORUS SIERRA (PERCIFORMES: SCOMBRIDAE) EN EL PACI_FICO COLOMBIANO","",""
"NC_022496.1","Gymnosarda_unicolor_NC_022496.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Gymnosarda_unicolor",1.23408710889145e-10,1.45564026982435e-08,"Fishes4501",38.49706336,11.75446562,11.8068905616676,25.0091590881348,3.42751574516296,18.2551212310791,15.9918584823608,0.0266949795463976,0.146271545,0.101942814,0.0266949795409173,0.054997169,0.02532056,33,33,"Marine",2480,217812.7,17.44855282,2.782234409,1018507.551,NA,"FishBase","","",""
"AB099716.1","Euthynnus_alletteratus_AB099716.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Euthynnus_alletteratus",1.88766404293122e-10,3.74558876843649e-08,"Fishes4501",38.49706336,1.04785506,18.54516801,23.8368110656738,7.63489961624146,27.0041580200195,20.785758972168,0.0867513523199283,0.146271545,0.124140651,0.0739279341220424,0.055519334,0.056473447,37,36,"Marine",1220,28840.5,12,2,1331000,NA,"FishBase","Preliminary guide to the identification of the early life history stages of scombroid fishes of the western central Atlantic","FishBase","Preliminary guide to the identification of the early life history stages of scombroid fishes of the western central Atlantic"
"KM651783.1","Euthynnus_affinis_KM651783.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Euthynnus_affinis",2.45427630125717e-10,4.22843006525525e-08,"Fishes4501",38.49706336,1.04785506,12.9908990623276,27.6267986297607,5.30584955215454,29.53125,25.4220581054688,0.16135391647459,0.146271545,0.12231566,0.138940975775846,0.055519334,0.063281538,38,37,"Marine",1000,13876.5,10.60482065,3,210000,NA,"FishBase","FishBase","FishBase",""
"GU256527.1","Katsuwonus_pelamis_GU256527.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Katsuwonus_pelamis",1.45397129893559e-10,1.81127146185808e-08,"Fishes4501",38.49706336,3.40899152,21.7825961140967,13.7949722480774,0.461567938327789,2.85940194129944,2.56321954727173,0.0717076430928084,0.146271545,0.121969619,0.0627155704425852,0.055519334,0.050911484,37,36,"Marine",1100,33079,12,1,3600000,NA,"FishBase","Infestation of Red Sea cultured Plectropomus areolatus broodstock with Benedenia epinepheli (Yamaguti1937) parasite in Saudi Arabia with some treatment trails.","FishBase","FishBase"
"KM651784.1","Auxis_rochei_KM651784.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Auxis_rochei_rochei",2.94272240327913e-10,3.11773033609397e-08,"Fishes4501",38.49706336,3.40899148,20.0771159874608,24.6288261413574,7.0453987121582,27.4099025726318,21.7334117889404,0.206665153742314,0.146271545,0.115576796,0.0919788862301501,NA,0.047191318,40,37,"Marine",500,2214.7,5,2,67000,NA,"FishBase","Reproductive traits (Fecundity, egg diameter, parental care) of marine European fish","FishBase","AnAge_Genus"
"MT410877.1","Sarda_sarda_MT410877.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Sarda_sarda",1.83660447393568e-10,2.25665725018074e-08,"Fishes4501",38.49706336,5.31188654,30.1635593220339,20.5724258422852,9.16587352752686,24.4775848388672,16.9172134399414,0.066150948097095,0.146271545,0.107321686,0.0661509480886817,0.055107985,0.04147783,35,35,"Marine",914,5579.8,5,1,289054.7336,NA,"FishBase","","FishBase","FishBase"
"NC_008455.1","Thunnus_orientalis_NC_008455.1","Scombriformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Scombriformes","Scombridae","Thunnus_orientalis",1.75507296691517e-10,2.22931047929213e-08,"Fishes4501",38.49706336,5.31188655,21.5252949795635,14.7821573019028,0.285847127437592,2.23629665374756,2.05698466300964,0.525607366612958,0.146271545,0.142989696,0.52560736659636,0.45041215,0.163775317,40,40,"Marine",3000,448200,15,3,1e+07,NA,"FishBase","FishBase","FishBase","FishBase"
"NC_022477.1","Kurtus_gulliveri_NC_022477.1","Kurtiformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Kurtiformes","Kurtidae","Kurtus_gulliveri",1.63422347332803e-10,6.84364397154434e-09,"Fishes4521",86.62274504,86.62274444,11.8846153846154,25.9998962402344,15.6737280273437,27.8239898681641,23.2550033569336,0.0183280760662878,0.051686199,0.058568673,0.00994738855606966,0.054850057,0.01357506,25,24,"Freshwater",630,5199.5,13.76854279,1,38401.19646,NA,"FishBase","","FishBase",""
"MN699562.1","Apogonichthyoides_taeniatus_MN699562.1","Kurtiformes","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Kurtiformes","Apogonidae","Apogonichthyoides_taeniatus",3.29094840485493e-10,8.42180995563273e-09,"Fishes4521",86.62274504,45.48144129,16.5670731707317,27.5485382080078,6.93268251419067,30.2434062957764,24.4590644836426,0.0507014825795343,0.087151512,0.070720676,0.0256163984804984,0.050172156,0.017656266,35,30,"Marine",170,93.8,7.378346212,1.319243321,2756.660838,NA,"FishBase","","",""
